pid,survived,pclass,name,sex,age,sisp,pach,prefix,ticket,fare,cabin,port
515,0,3,1,0,4,0,0,0,349209,0,0,1
516,0,1,1,0,6,0,0,0,36967,3,4,1
517,1,2,5,1,5,0,0,12,34260,1,6,1
518,0,3,1,0,7,0,0,0,371110,2,0,3
519,1,2,5,1,5,1,0,0,226875,2,0,1
520,0,3,1,0,5,0,0,0,349242,0,0,1
521,1,1,4,1,5,0,0,0,12749,9,2,1
522,0,3,1,0,3,0,0,0,349252,0,0,1
523,0,3,1,0,7,0,0,0,2624,0,0,2
524,1,1,5,1,6,0,1,0,111361,5,2,2
525,0,3,1,0,7,0,0,0,2700,0,0,2
526,0,3,1,0,6,0,0,0,367232,0,0,3
527,1,2,4,1,6,0,0,27,14258,1,0,1
528,0,1,1,0,7,0,0,20,17483,9,3,1
529,0,3,1,0,6,0,0,0,3101296,0,0,1
530,0,2,1,0,3,2,1,0,29104,1,0,1
531,1,2,4,1,0,1,1,0,26360,2,0,1
532,0,3,1,0,7,0,0,0,2641,0,0,2
533,0,3,1,0,2,1,1,0,2690,0,0,2
534,1,3,5,1,7,0,2,0,2668,2,0,2
535,0,3,4,1,5,0,0,0,315084,0,0,1
536,1,2,4,1,1,0,2,6,13529,2,0,1
537,0,1,2,0,6,0,0,0,113050,2,2,1
538,1,1,4,1,5,0,0,20,17761,9,0,2
539,0,3,1,0,7,0,0,0,364498,1,0,1
540,1,1,4,1,3,0,2,0,13568,4,2,2
541,1,1,4,1,5,0,2,33,5735,7,2,1
542,0,3,4,1,1,4,2,0,347082,3,0,1
543,0,3,4,1,1,4,2,0,347082,3,0,1
544,1,2,1,0,5,1,0,0,2908,2,0,1
545,0,1,1,0,6,1,0,20,17761,9,3,2
546,0,1,1,0,6,0,0,0,693,2,0,1
547,1,2,5,1,3,1,0,0,2908,2,0,1
548,1,2,1,0,7,0,0,1,2146,1,0,2
549,0,3,1,0,5,1,1,0,363291,2,0,1
550,1,2,3,0,1,1,1,12,33112,3,0,1
551,1,1,1,0,2,0,2,0,17421,9,3,2
552,0,2,1,0,4,0,0,0,244358,2,0,1
553,0,3,1,0,7,0,0,0,330979,0,0,3
554,1,3,1,0,3,0,0,0,2620,0,0,2
555,1,3,4,1,3,0,0,0,347085,0,0,1
556,0,1,1,0,6,0,0,0,113807,2,0,1
557,1,1,5,1,6,1,0,0,11755,3,1,2
558,0,1,1,0,7,0,0,20,17757,9,0,2
559,1,1,5,1,6,1,1,0,110413,7,5,1
560,1,3,5,1,5,1,0,0,345572,1,0,1
561,0,3,1,0,7,0,0,0,372622,0,0,3
562,0,3,1,0,6,0,0,0,349251,0,0,1
563,0,2,1,0,5,0,0,0,218629,1,0,1
564,0,3,1,0,7,0,0,32,392082,0,0,1
565,0,3,4,1,7,0,0,32,392087,0,0,1
566,0,3,1,0,4,2,0,30,48871,2,0,1
567,0,3,1,0,3,0,0,0,349205,0,0,1
568,0,3,5,1,5,0,4,0,349909,2,0,1
569,0,3,1,0,7,0,0,0,2686,0,0,2
570,1,3,1,0,5,0,0,0,350417,0,0,1
571,1,2,1,0,6,0,0,8,752,1,0,1
572,1,1,5,1,6,2,0,0,11769,5,3,1
573,1,1,1,0,5,0,0,20,17474,2,5,1
574,1,3,4,1,7,0,0,0,14312,0,0,3
575,0,3,1,0,2,0,0,30,20589,0,0,1
576,0,3,1,0,3,0,0,0,358585,1,0,1
577,1,2,4,1,5,0,0,0,243880,1,0,1
578,1,1,5,1,6,1,0,0,13507,5,5,1
579,0,3,5,1,7,1,0,0,2689,1,0,2
580,1,3,1,0,5,0,0,18,3101286,0,0,1
581,1,2,4,1,4,1,1,0,237789,3,0,1
582,1,1,5,1,6,1,1,0,17421,9,3,2
583,0,2,1,0,6,0,0,0,28403,2,0,1
584,0,1,1,0,5,0,0,0,13049,4,1,2
585,0,3,1,0,7,0,0,0,3411,0,0,2
586,1,1,4,1,3,0,2,0,110413,7,5,1
587,0,2,1,0,6,0,0,0,237565,1,0,1
588,1,1,1,0,6,1,1,0,13567,7,2,2
589,0,3,1,0,3,0,0,0,14973,0,0,1
590,0,3,1,0,7,0,0,14,3235,0,0,1
591,0,3,1,0,5,0,0,18,3101273,0,0,1
592,1,1,5,1,6,1,0,0,36947,7,4,2
593,0,3,1,0,6,0,0,14,3902,0,0,1
594,0,3,4,1,7,0,2,0,364848,0,0,3
595,0,2,1,0,5,1,0,24,29037,2,0,1
596,0,3,1,0,5,1,1,0,345773,2,0,1
597,1,2,4,1,7,0,0,0,248727,3,0,1
598,0,3,1,0,6,0,0,0,0,0,0,1
599,0,3,1,0,7,0,0,0,2664,0,0,2
600,1,1,2,0,6,1,0,20,17485,5,1,2
601,1,2,5,1,4,2,1,0,243847,2,0,1
602,0,3,1,0,7,0,0,0,349214,0,0,1
603,0,1,1,0,7,0,0,0,113796,4,0,1
604,0,3,1,0,6,0,0,0,364511,0,0,1
605,1,1,1,0,5,0,0,0,111426,2,0,2
606,0,3,1,0,5,1,0,0,349910,1,0,1
607,0,3,1,0,5,0,0,0,349246,0,0,1
608,1,1,1,0,4,0,0,0,113804,3,0,1
609,1,2,5,1,3,1,2,1,2123,4,0,2
610,1,1,4,1,6,0,0,20,17582,9,3,1
611,0,3,5,1,6,1,5,0,347082,3,0,1
612,0,3,1,0,7,0,0,32,3101305,0,0,1
613,1,3,4,1,7,1,0,0,367230,1,0,3
614,0,3,1,0,7,0,0,0,370377,0,0,3
615,0,3,1,0,5,0,0,0,364512,0,0,1
616,1,2,4,1,4,1,2,0,220845,6,0,1
617,0,3,1,0,5,1,1,0,347080,1,0,1
618,0,3,5,1,4,1,0,14,3336,1,0,1
619,1,2,4,1,0,2,1,0,230136,3,6,1
620,0,2,1,0,4,0,0,0,31028,1,0,1
621,0,3,1,0,4,1,0,0,2659,1,0,2
622,1,1,1,0,6,1,0,0,11753,5,4,1
623,1,3,1,0,3,1,1,0,2653,1,0,2
624,0,3,1,0,3,0,0,0,350029,0,0,1
625,0,3,1,0,3,0,0,0,54636,1,0,1
626,0,1,1,0,6,0,0,0,36963,3,4,1
627,0,2,2,0,6,0,0,0,219533,1,0,3
628,1,1,4,1,3,0,0,0,13502,7,4,1
629,0,3,1,0,4,0,0,0,349224,0,0,1
630,0,3,1,0,7,0,0,0,334912,0,0,3
631,1,1,1,0,6,0,0,0,27042,3,1,1
632,0,3,1,0,6,0,0,0,347743,0,0,1
633,1,1,2,0,5,0,0,0,13214,3,2,2
634,0,1,1,0,7,0,0,0,112052,0,0,1
635,0,3,4,1,1,3,2,0,347088,2,0,1
636,1,2,4,1,5,0,0,0,237668,1,0,1
637,0,3,1,0,5,0,0,18,3101292,0,0,1
638,0,2,1,0,5,1,1,12,31921,2,0,1
639,0,3,5,1,6,0,5,0,3101295,3,0,1
640,0,3,1,0,7,1,0,0,376564,1,0,1
641,0,3,1,0,3,0,0,0,350050,0,0,1
642,1,1,4,1,4,0,0,20,17477,6,2,2
643,0,3,4,1,0,3,2,0,347088,2,0,1
644,1,3,1,0,7,0,0,0,1601,5,0,1
645,1,3,4,1,0,2,1,0,2666,1,0,2
646,1,1,1,0,6,1,0,20,17572,7,4,2
647,0,3,1,0,3,0,0,0,349231,0,0,1
648,1,1,2,0,6,0,0,0,13213,3,1,2
649,0,3,1,0,7,0,0,34,751,0,0,1
650,1,3,4,1,3,0,0,12,2314,0,0,1
651,0,3,1,0,7,0,0,0,349221,0,0,1
652,1,2,4,1,3,0,1,0,231919,2,0,1
653,0,3,1,0,3,0,0,0,8475,0,0,1
654,1,3,4,1,7,0,0,0,330919,0,0,3
655,0,3,4,1,3,0,0,0,365226,0,0,3
656,0,2,1,0,4,2,0,15,14879,7,0,1
657,0,3,1,0,7,0,0,0,349223,0,0,1
658,0,3,5,1,5,1,1,0,364849,1,0,3
659,0,2,1,0,3,0,0,0,29751,1,0,1
660,0,1,1,0,6,0,2,0,35273,9,4,2
661,1,1,2,0,6,2,0,20,17611,9,0,1
662,0,3,1,0,6,0,0,0,2623,0,0,2
663,0,1,1,0,6,0,0,0,5727,2,5,1
664,0,3,1,0,5,0,0,0,349210,0,0,1
665,1,3,1,0,3,1,0,18,3101285,0,0,1
666,0,2,1,0,5,2,0,15,14879,7,0,1
667,0,2,1,0,4,0,0,0,234686,1,0,1
668,0,3,1,0,7,0,0,0,312993,0,0,1
669,0,3,1,0,6,0,0,14,3536,0,0,1
670,1,1,5,1,7,1,0,0,19996,5,3,1
671,1,2,5,1,6,1,1,0,29750,3,0,1
672,0,1,1,0,5,1,0,3,12750,5,2,1
673,0,2,1,0,6,0,0,12,24580,1,0,1
674,1,2,1,0,5,0,0,0,244270,1,0,1
675,0,2,1,0,7,0,0,0,239856,0,0,1
676,0,3,1,0,3,0,0,0,349912,0,0,1
677,0,3,1,0,4,0,0,0,342826,0,0,1
678,1,3,4,1,3,0,0,0,4138,0,0,1
679,0,3,5,1,6,1,6,12,2144,4,0,1
680,1,1,1,0,5,0,1,20,17755,9,2,2
681,0,3,4,1,7,0,0,0,330935,0,0,3
682,1,1,1,0,4,0,0,20,17572,7,4,2
683,0,3,1,0,3,0,0,0,6563,0,0,1
684,0,3,1,0,2,5,2,12,2144,4,0,1
685,0,2,1,0,6,1,1,0,29750,3,0,1
686,0,2,1,0,4,1,2,1,2123,4,0,2
687,0,3,1,0,2,4,1,0,3101295,3,0,1
688,0,3,1,0,3,0,0,0,349228,1,0,1
689,0,3,1,0,3,0,0,0,350036,0,0,1
690,1,1,4,1,2,0,1,0,24160,9,2,1
691,1,1,1,0,5,1,0,0,17474,5,2,1
692,1,3,4,1,0,0,1,0,349256,1,0,2
693,1,3,1,0,7,0,0,0,1601,5,0,1
694,0,3,1,0,4,0,0,0,2672,0,0,2
695,0,1,2,0,6,0,0,0,113800,2,0,1
696,0,2,1,0,6,0,0,0,248731,1,0,1
697,0,3,1,0,6,0,0,0,363592,0,0,1
698,1,3,4,1,7,0,0,0,35852,0,0,3
699,0,1,1,0,6,1,1,0,17421,9,3,2
700,0,3,1,0,6,0,0,0,348121,0,6,1
701,1,1,5,1,3,1,0,20,17757,9,3,2
702,1,1,1,0,5,0,0,20,17475,2,5,1
703,0,3,4,1,3,0,1,0,2691,1,0,2
704,0,3,1,0,4,0,0,0,36864,0,0,3
705,0,3,1,0,4,1,0,0,350025,0,0,1
706,0,2,1,0,6,0,0,0,250655,2,0,1
707,1,2,5,1,6,0,0,0,223596,1,0,1
708,1,1,1,0,6,0,0,20,17476,2,5,1
709,1,1,4,1,3,0,0,0,113781,9,0,1
710,1,3,3,0,7,1,1,0,2661,1,0,2
711,1,1,4,1,4,0,0,20,17482,4,3,2
712,0,1,1,0,7,0,0,0,113028,2,3,1
713,1,1,1,0,6,1,0,0,19996,5,3,1
714,0,3,1,0,5,0,0,0,7545,0,0,1
715,0,2,1,0,6,0,0,0,250647,1,0,1
716,0,3,1,0,3,0,0,0,348124,0,6,1
717,1,1,4,1,6,0,0,20,17757,9,3,2
718,1,2,4,1,4,0,0,0,34218,1,5,1
719,0,3,1,0,7,0,0,0,36568,1,0,3
720,0,3,1,0,5,0,0,0,347062,0,0,1
721,1,2,4,1,1,0,1,0,248727,3,0,1
722,0,3,1,0,2,1,0,0,350048,0,0,1
723,0,2,1,0,5,0,0,0,12233,1,0,1
724,0,2,1,0,6,0,0,0,250643,1,0,1
725,1,1,1,0,4,1,0,0,113806,5,5,1
726,0,3,1,0,3,0,0,0,315094,0,0,1
727,1,2,5,1,5,3,0,0,31027,2,0,1
728,1,3,4,1,7,0,0,0,36866,0,0,3
729,0,2,1,0,4,1,0,0,236853,2,0,1
730,0,3,4,1,4,1,0,18,3101271,0,0,1
731,1,1,4,1,5,0,0,0,24160,9,2,1
732,0,3,1,0,1,0,0,0,2699,1,0,2
733,0,2,1,0,7,0,0,0,239855,0,0,1
734,0,2,1,0,3,0,0,0,28425,1,0,1
735,0,2,1,0,3,0,0,0,233639,1,0,1
736,0,3,1,0,5,0,0,0,54636,1,0,1
737,0,3,5,1,6,1,3,27,6608,3,0,1
738,1,1,1,0,5,0,0,20,17755,9,2,2
739,0,3,1,0,7,0,0,0,349201,0,0,1
740,0,3,1,0,7,0,0,0,349218,0,0,1
741,1,1,1,0,7,0,0,0,16988,3,4,1
742,0,1,1,0,5,1,0,0,19877,7,3,1
743,1,1,4,1,3,2,2,20,17608,9,2,2
744,0,3,1,0,4,1,0,0,376566,1,0,1
745,1,3,1,0,5,0,0,18,3101288,0,0,1
746,0,1,2,0,6,1,1,33,5735,7,2,1
747,0,3,1,0,2,1,1,12,2673,2,0,1
748,1,2,4,1,5,0,0,0,250648,1,0,1
749,0,1,1,0,3,1,0,0,113773,5,4,1
750,0,3,1,0,5,0,0,0,335097,0,0,3
751,1,2,4,1,0,1,1,0,29103,2,0,1
752,1,3,3,0,1,0,1,0,392096,1,5,1
753,0,3,1,0,5,0,0,0,345780,0,0,1
754,0,3,1,0,3,0,0,0,349204,0,0,1
755,1,2,5,1,6,1,2,0,220845,6,0,1
756,1,2,3,0,0,1,1,0,250649,1,0,1
757,0,3,1,0,5,0,0,0,350042,0,0,1
758,0,2,1,0,3,0,0,0,29108,1,0,1
759,0,3,1,0,5,0,0,0,363294,0,0,1
760,1,1,5,1,5,0,0,0,110152,8,2,1
761,0,3,1,0,7,0,0,0,358585,1,0,1
762,0,3,1,0,6,0,0,22,3101272,0,0,1
763,1,3,1,0,3,0,0,0,2663,0,0,2
764,1,1,5,1,5,1,2,0,113760,9,2,1
765,0,3,1,0,2,0,0,0,347074,0,0,1
766,1,1,5,1,6,1,0,0,13502,7,4,1
767,0,1,2,0,7,0,0,0,112379,3,0,2
768,0,3,4,1,5,0,0,0,364850,0,0,3
769,0,3,1,0,7,1,0,0,371110,2,0,3
770,0,3,1,0,5,0,0,0,8471,0,0,1
771,0,3,1,0,4,0,0,0,345781,0,0,1
772,0,3,1,0,6,0,0,0,350047,0,0,1
773,0,2,5,1,6,0,0,34,3,1,5,1
774,0,3,1,0,7,0,0,0,2674,0,0,2
775,1,2,5,1,6,1,3,0,29105,2,0,1
776,0,3,1,0,3,0,0,0,347078,0,0,1
777,0,3,1,0,7,0,0,0,383121,0,6,3
778,1,3,4,1,0,0,0,0,364516,1,0,1
779,0,3,1,0,7,0,0,0,36865,0,0,3
780,1,1,5,1,6,0,1,0,24160,9,2,1
781,1,3,4,1,2,0,0,0,2687,0,0,2
782,1,1,5,1,2,1,0,0,17474,5,2,1
783,0,1,1,0,5,0,0,0,113501,3,4,1
784,0,3,1,0,7,1,2,27,6607,2,0,1
785,0,3,1,0,4,0,0,32,3101312,0,0,1
786,0,3,1,0,4,0,0,0,374887,0,0,1
787,1,3,4,1,3,0,0,0,3101265,0,0,1
788,0,3,3,0,1,4,1,0,382652,2,0,3
789,1,3,3,0,0,1,2,12,2315,2,0,1
790,0,1,1,0,6,0,0,20,17593,7,2,2
791,0,3,1,0,7,0,0,0,12460,0,0,3
792,0,2,1,0,2,0,0,0,239865,2,0,1
793,0,3,4,1,7,8,2,12,2343,6,0,1
794,0,1,1,0,7,0,0,20,17600,3,0,2
795,0,3,1,0,4,0,0,0,349203,0,0,1
796,0,2,1,0,6,0,0,0,28213,1,0,1
797,1,1,2,1,6,0,0,0,17465,2,4,1
798,1,3,5,1,5,0,0,0,349244,0,0,1
799,0,3,1,0,5,0,0,0,2685,0,0,2
800,0,3,5,1,5,1,1,0,345773,2,0,1
801,0,2,1,0,5,0,0,0,250647,1,0,1
802,1,2,5,1,5,1,1,12,31921,2,0,1
803,1,1,3,0,1,1,2,0,113760,9,2,1
804,1,3,3,0,0,0,1,0,2625,0,0,2
805,1,3,1,0,4,0,0,0,347089,0,0,1
806,0,3,1,0,5,0,0,0,347063,0,0,1
807,0,1,1,0,6,0,0,0,112050,0,1,1
808,0,3,4,1,3,0,0,0,347087,0,0,1
809,0,2,1,0,6,0,0,0,248723,1,0,1
810,1,1,5,1,5,1,0,0,113806,5,5,1
811,0,3,1,0,4,0,0,0,3474,0,0,1
812,0,3,1,0,6,0,0,30,48871,2,0,1
813,0,2,1,0,5,0,0,0,28206,1,0,1
814,0,3,4,1,1,4,2,0,347082,3,0,1
815,0,3,1,0,5,0,0,0,364499,0,0,1
816,0,1,1,0,7,0,0,0,112058,0,2,1
817,0,3,4,1,3,0,0,18,3101290,0,0,1
818,0,2,1,0,5,1,1,1,2079,3,0,2
819,0,3,1,0,6,0,0,9,7075,0,0,1
820,0,3,3,0,1,3,2,0,347088,2,0,1
821,1,1,5,1,6,1,1,0,12749,9,2,1
822,1,3,1,0,4,0,0,0,315098,0,0,1
823,0,1,2,0,6,0,0,0,19972,0,0,1
824,1,3,5,1,4,0,1,0,392096,1,5,1
825,0,3,3,0,0,4,1,0,3101295,3,0,1
826,0,3,1,0,7,0,0,0,368323,0,0,3
827,0,3,1,0,7,0,0,0,1601,5,0,1
828,1,2,3,0,0,0,2,1,2079,3,0,2
829,1,3,1,0,7,0,0,0,367228,0,0,3
830,1,1,5,1,6,0,0,0,113572,8,2,0
831,1,3,5,1,2,1,0,0,2659,1,0,2
832,1,2,3,0,0,1,1,0,29106,1,0,1
833,0,3,1,0,7,0,0,0,2671,0,0,2
834,0,3,1,0,3,0,0,0,347468,0,0,1
835,0,3,1,0,3,0,0,0,2223,0,0,1
836,1,1,4,1,6,1,1,20,17756,8,5,2
837,0,3,1,0,3,0,0,0,315097,0,0,1
838,0,3,1,0,7,0,0,0,392092,0,0,1
839,1,3,1,0,5,0,0,0,1601,5,0,1
840,1,1,1,0,7,0,0,0,11774,2,3,2
841,0,3,1,0,3,0,0,22,3101287,0,0,1
842,0,2,1,0,2,0,0,34,3,1,0,1
843,1,1,4,1,5,0,0,0,113798,3,0,2
844,0,3,1,0,5,0,0,0,2683,0,0,2
845,0,3,1,0,2,0,0,0,315090,0,0,1
846,0,3,1,0,6,0,0,12,5547,0,0,1
847,0,3,1,0,7,8,2,12,2343,6,0,1
848,0,3,1,0,5,0,0,0,349213,0,0,2
849,0,2,2,0,5,0,1,0,248727,3,0,1
850,1,1,5,1,7,1,0,0,17453,8,3,2
851,0,3,3,0,0,4,2,0,347082,3,0,1
852,0,3,1,0,6,0,0,0,347060,0,0,1
853,0,3,4,1,1,1,1,0,2678,1,0,2
854,1,1,4,1,2,0,1,20,17592,3,4,1
855,0,2,5,1,6,1,0,0,244252,2,0,1
856,1,3,5,1,3,0,1,0,392091,0,0,1
857,1,1,5,1,6,1,1,0,36928,9,0,1
858,1,1,1,0,6,0,0,0,113055,2,5,1
859,1,3,5,1,4,0,3,0,2666,1,0,2
860,0,3,1,0,7,0,0,0,2629,0,0,2
861,0,3,1,0,6,2,0,0,350026,1,0,1
862,0,2,1,0,3,1,0,0,28134,1,0,1
863,1,1,5,1,6,0,0,0,17466,2,4,1
864,0,3,4,1,7,8,2,12,2343,6,0,1
865,0,2,1,0,4,0,0,0,233866,1,0,1
866,1,2,5,1,6,0,0,0,236852,1,0,1
867,1,2,4,1,4,1,0,1,2149,1,0,2
868,0,1,1,0,5,0,0,20,17590,5,1,1
869,0,3,1,0,7,0,0,0,345777,0,0,1
870,1,3,3,0,0,1,1,0,347742,1,0,1
871,0,3,1,0,4,0,0,0,349248,0,0,1
872,1,1,5,1,6,1,1,0,11751,5,4,1
873,0,1,1,0,5,0,0,0,695,0,2,1
874,0,3,1,0,6,0,0,0,345765,0,0,1
875,1,2,5,1,5,1,0,11,3381,2,0,2
876,1,3,4,1,2,0,0,0,2667,0,0,2
877,0,3,1,0,3,0,0,0,7534,0,0,1
878,0,3,1,0,3,0,0,0,349212,0,0,1
879,0,3,1,0,7,0,0,0,349217,0,0,1
880,1,1,5,1,6,0,1,0,11767,8,3,2
881,1,2,5,1,4,0,1,0,230433,2,0,1
882,0,3,1,0,5,0,0,0,349257,0,0,1
883,0,3,4,1,3,0,0,0,7552,1,0,1
884,0,2,1,0,5,0,0,28,34068,1,0,1
885,0,3,1,0,4,0,0,32,392076,0,0,1
886,0,3,5,1,6,0,5,0,382652,2,0,3
887,0,2,2,0,4,0,0,0,211536,1,0,1
888,1,1,4,1,3,0,0,0,112053,3,2,1
889,0,3,4,1,7,1,2,27,6607,2,0,1
890,1,1,1,0,4,0,0,0,111369,3,3,2
891,0,3,1,0,5,0,0,0,370376,0,0,3
