pid,survived,pclass,honor,origin,sex,age,sisp,pach,ticket,fare,cabin,port
536,1,2,4,1,1,2,0,1,5,2,0,1
537,0,1,2,0,0,12,0,0,6,2,1,1
538,1,1,4,3,1,10,0,0,5,5,0,2
539,0,0,1,0,0,14,0,0,6,1,0,1
540,1,1,4,3,1,7,0,1,5,3,1,2
541,1,1,4,0,1,11,0,1,4,4,1,1
542,0,0,4,2,1,3,3,1,6,3,0,1
543,0,0,4,2,1,3,3,1,6,3,0,1
544,1,2,1,0,0,10,1,0,4,2,0,1
545,0,1,1,0,0,13,1,0,5,5,1,2
546,0,1,1,0,0,13,0,0,4,2,0,1
547,1,2,5,0,1,6,1,0,4,2,0,1
548,1,2,1,0,0,14,0,0,4,1,0,2
549,0,0,1,0,0,10,1,1,6,2,0,1
550,1,2,3,0,0,2,1,1,5,3,0,1
551,1,1,1,0,0,5,0,1,5,5,1,2
552,0,2,1,1,0,9,0,0,6,2,0,1
553,0,0,1,0,0,14,0,0,6,0,0,0
554,1,0,1,4,0,7,0,0,4,0,0,2
555,1,0,4,4,1,7,0,0,6,0,0,1
556,0,1,1,0,0,13,0,0,6,2,0,1
557,1,1,5,1,1,12,1,0,5,3,1,2
558,0,1,1,0,0,14,0,0,5,5,0,2
559,1,1,5,2,1,11,1,1,6,4,1,1
560,1,0,5,1,1,11,1,0,6,1,0,1
561,0,0,1,0,0,14,0,0,6,0,0,0
562,0,0,1,4,0,12,0,0,6,0,0,1
563,0,2,1,0,0,9,0,0,6,1,0,1
564,0,0,1,0,0,14,0,0,6,0,0,1
565,0,0,4,1,1,14,0,0,6,0,0,1
566,0,0,1,0,0,8,2,0,5,2,0,1
567,0,0,1,4,0,6,0,0,6,0,0,1
568,0,0,5,2,1,9,0,1,6,2,0,1
569,0,0,1,5,0,14,0,0,4,0,0,2
570,1,0,1,3,0,10,0,0,6,0,0,1
571,1,2,1,0,0,13,0,0,4,1,0,1
572,1,1,5,0,1,13,2,0,5,4,1,1
573,1,1,1,0,0,11,0,0,5,2,1,1
574,1,0,4,0,1,14,0,0,5,0,0,0
575,0,0,1,0,0,5,0,0,5,0,0,1
576,0,0,1,0,0,6,0,0,6,1,0,1
577,1,2,4,0,1,10,0,0,6,1,0,1
578,1,1,5,0,1,11,1,0,5,4,1,1
579,0,0,5,0,1,14,1,0,4,1,0,2
580,1,0,1,5,0,10,0,0,7,0,0,1
581,1,2,4,1,1,8,1,1,6,3,0,1
582,1,1,5,0,1,11,1,1,5,5,1,2
583,0,2,1,0,0,13,0,0,5,2,0,1
584,0,1,1,0,0,11,0,0,5,3,1,2
585,0,0,1,5,0,14,0,0,4,0,0,2
586,1,1,4,0,1,6,0,1,6,4,1,1
587,0,2,1,0,0,12,0,0,6,1,0,1
588,1,1,1,5,0,13,1,1,5,4,1,2
589,0,0,1,4,0,7,0,0,5,0,0,1
590,0,0,1,0,0,14,0,0,4,0,0,1
591,0,0,1,2,0,11,0,0,7,0,0,1
592,1,1,5,0,1,13,1,0,5,4,1,2
593,0,0,1,0,0,12,0,0,4,0,0,1
594,0,0,4,0,1,14,0,1,6,0,0,0
595,0,2,1,0,0,11,1,0,5,2,0,1
596,0,0,1,1,0,11,1,1,6,2,0,1
597,1,2,4,0,1,14,0,0,6,3,0,1
598,0,0,1,0,0,12,0,0,4,0,0,1
599,0,0,1,2,0,14,0,0,4,0,0,2
600,1,1,2,1,0,12,1,0,5,4,1,2
601,1,2,5,0,1,8,2,1,6,2,0,1
602,0,0,1,5,0,14,0,0,6,0,0,1
603,0,1,1,0,0,14,0,0,6,3,0,1
604,0,0,1,3,0,12,0,0,6,0,0,1
605,1,1,1,0,0,11,0,0,6,2,0,2
606,0,0,1,2,0,11,1,0,6,1,0,1
607,0,0,1,3,0,10,0,0,6,0,0,1
608,1,1,1,0,0,9,0,0,6,3,0,1
609,1,2,5,0,1,7,1,1,4,3,0,2
610,1,1,4,0,1,12,0,0,5,5,1,1
611,0,0,5,2,1,11,1,1,6,3,0,1
612,0,0,1,1,0,14,0,0,7,0,0,1
613,1,0,4,0,1,14,1,0,6,1,0,0
614,0,0,1,0,0,14,0,0,6,0,0,0
615,0,0,1,0,0,11,0,0,6,0,0,1
616,1,2,4,0,1,8,1,1,6,4,0,1
617,0,0,1,3,0,10,1,1,6,1,0,1
618,0,0,5,0,1,8,1,0,4,1,0,1
619,1,2,4,1,1,1,2,1,6,3,1,1
620,0,2,1,0,0,8,0,0,5,1,0,1
621,0,0,1,3,0,9,1,0,4,1,0,2
622,1,1,1,0,0,12,1,0,5,4,1,1
623,1,0,1,5,0,6,1,1,4,1,0,2
624,0,0,1,0,0,7,0,0,6,0,0,1
625,0,0,1,0,0,7,0,0,5,1,0,1
626,0,1,1,0,0,13,0,0,5,3,1,1
627,0,2,2,0,0,13,0,0,6,1,0,0
628,1,1,4,3,1,7,0,0,5,4,1,1
629,0,0,1,5,0,8,0,0,6,0,0,1
630,0,0,1,0,0,14,0,0,6,0,0,0
631,1,1,1,0,0,13,0,0,5,3,1,1
632,0,0,1,2,0,13,0,0,6,0,0,1
633,1,1,2,3,0,10,0,0,5,3,1,2
634,0,1,1,0,0,14,0,0,6,0,0,1
635,0,0,4,0,1,3,3,1,6,2,0,1
636,1,2,4,0,1,9,0,0,6,1,0,1
637,0,0,1,2,0,10,0,0,7,0,0,1
638,0,2,1,0,0,10,1,1,5,2,0,1
639,0,0,5,2,1,12,0,1,7,3,0,1
640,0,0,1,1,0,14,1,0,6,1,0,1
641,0,0,1,3,0,6,0,0,6,0,0,1
642,1,1,4,0,1,8,0,0,5,4,1,2
643,0,0,4,3,1,0,3,1,6,2,0,1
644,1,0,1,5,0,14,0,0,4,4,0,1
645,1,0,4,1,1,0,2,1,4,1,0,2
646,1,1,1,0,0,12,1,0,5,4,1,2
647,0,0,1,5,0,6,0,0,6,0,0,1
648,1,1,2,5,0,13,0,0,5,3,1,2
649,0,0,1,0,0,14,0,0,4,0,0,1
650,1,0,4,0,1,7,0,0,4,0,0,1
651,0,0,1,1,0,14,0,0,6,0,0,1
652,1,2,4,0,1,6,0,1,6,2,0,1
653,0,0,1,3,0,7,0,0,4,0,0,1
654,1,0,4,0,1,14,0,0,6,0,0,0
655,0,0,4,0,1,6,0,0,6,0,0,0
656,0,2,1,0,0,8,2,0,5,4,0,1
657,0,0,1,0,0,14,0,0,6,0,0,1
658,0,0,5,0,1,10,1,1,6,1,0,0
659,0,2,1,0,0,7,0,0,5,1,0,1
660,0,1,1,0,0,13,0,1,5,5,1,2
661,1,1,2,0,0,13,2,0,5,5,0,1
662,0,0,1,4,0,12,0,0,4,0,0,2
663,0,1,1,0,0,12,0,0,4,2,1,1
664,0,0,1,5,0,11,0,0,6,0,0,1
665,1,0,1,2,0,6,1,0,7,0,0,1
666,0,2,1,0,0,10,2,0,5,4,0,1
667,0,2,1,0,0,8,0,0,6,1,0,1
668,0,0,1,2,0,14,0,0,6,0,0,1
669,0,0,1,0,0,12,0,0,4,0,0,1
670,1,1,5,0,1,14,1,0,5,4,1,1
671,1,2,5,0,1,12,1,1,5,3,0,1
672,0,1,1,0,0,10,1,0,5,4,1,1
673,0,2,1,0,0,13,0,0,5,1,0,1
674,1,2,1,0,0,10,0,0,6,1,0,1
675,0,2,1,0,0,14,0,0,6,0,0,1
676,0,0,1,2,0,6,0,0,6,0,0,1
677,0,0,1,0,0,8,0,0,6,0,0,1
678,1,0,4,0,1,6,0,0,4,0,0,1
679,0,0,5,0,1,12,1,1,4,3,0,1
680,1,1,1,0,0,11,0,1,5,5,1,2
681,0,0,4,0,1,14,0,0,6,0,0,0
682,1,1,1,4,0,9,0,0,5,4,1,2
683,0,0,1,2,0,6,0,0,4,0,0,1
684,0,0,1,0,0,4,3,1,4,3,0,1
685,0,2,1,0,0,13,1,1,5,3,0,1
686,0,2,1,0,0,8,1,1,4,3,0,2
687,0,0,1,5,0,4,3,1,7,3,0,1
688,0,0,1,4,0,6,0,0,6,1,0,1
689,0,0,1,3,0,6,0,0,6,0,0,1
690,1,1,4,1,1,5,0,1,5,5,1,1
691,1,1,1,0,0,10,1,0,5,4,1,1
692,1,0,4,4,1,1,0,1,6,1,0,2
693,1,0,1,4,0,14,0,0,4,4,0,1
694,0,0,1,4,0,8,0,0,4,0,0,2
695,0,1,2,0,0,13,0,0,6,2,0,1
696,0,2,1,0,0,13,0,0,6,1,0,1
697,0,0,1,0,0,12,0,0,6,0,0,1
698,1,0,4,0,1,14,0,0,5,0,0,0
699,0,1,1,0,0,12,1,1,5,5,1,2
700,0,0,1,3,0,12,0,0,6,0,1,1
701,1,1,5,0,1,6,1,0,5,5,1,2
702,1,1,1,0,0,11,0,0,5,2,1,1
703,0,0,4,5,1,6,0,1,4,1,0,2
704,0,0,1,0,0,8,0,0,5,0,0,0
705,0,0,1,2,0,8,1,0,6,0,0,1
706,0,2,1,0,0,11,0,0,6,2,0,1
707,1,2,5,0,1,12,0,0,6,1,0,1
708,1,1,1,0,0,12,0,0,5,2,1,1
709,1,1,4,0,1,7,0,0,6,5,0,1
710,1,0,3,4,0,14,1,1,4,1,0,2
711,1,1,4,1,1,8,0,0,5,3,1,2
712,0,1,1,0,0,14,0,0,6,2,1,1
713,1,1,1,0,0,12,1,0,5,4,1,1
714,0,0,1,3,0,9,0,0,4,0,0,1
715,0,2,1,0,0,13,0,0,6,1,0,1
716,0,0,1,0,0,6,0,0,6,0,1,1
717,1,1,4,1,1,11,0,0,5,5,1,2
718,1,2,4,0,1,9,0,0,5,1,1,1
719,0,0,1,0,0,14,0,0,5,1,0,0
720,0,0,1,2,0,10,0,0,6,0,0,1
721,1,2,4,0,1,2,0,1,6,3,0,1
722,0,0,1,2,0,5,1,0,6,0,0,1
723,0,2,1,0,0,10,0,0,5,1,0,1
724,0,2,1,0,0,13,0,0,6,1,0,1
725,1,1,1,0,0,9,1,0,6,4,1,1
726,0,0,1,4,0,6,0,0,6,0,0,1
727,1,2,5,0,1,10,3,0,5,2,0,1
728,1,0,4,5,1,14,0,0,5,0,0,0
729,0,2,1,3,0,8,1,0,6,2,0,1
730,0,0,4,1,1,8,1,0,7,0,0,1
731,1,1,4,3,1,9,0,0,5,5,1,1
732,0,0,1,5,0,3,0,0,4,1,0,2
733,0,2,1,0,0,14,0,0,6,0,0,1
734,0,2,1,0,0,7,0,0,5,1,0,1
735,0,2,1,0,0,7,0,0,6,1,0,1
736,0,0,1,0,0,9,0,0,5,1,0,1
737,0,0,5,0,1,12,1,1,4,3,0,1
738,1,1,1,1,0,11,0,0,5,5,1,2
739,0,0,1,5,0,14,0,0,6,0,0,1
740,0,0,1,4,0,14,0,0,6,0,0,1
741,1,1,1,0,0,14,0,0,5,3,1,1
742,0,1,1,0,0,11,1,0,5,4,1,1
743,1,1,4,0,1,7,2,1,5,5,1,2
744,0,0,1,0,0,8,1,0,6,1,0,1
745,1,0,1,2,0,10,0,0,7,0,0,1
746,0,1,2,0,0,13,1,1,4,4,1,1
747,0,0,1,5,0,5,1,1,4,2,0,1
748,1,2,4,0,1,10,0,0,6,1,0,1
749,0,1,1,0,0,6,1,0,6,4,1,1
750,0,0,1,0,0,10,0,0,6,0,0,0
751,1,2,4,0,1,1,1,1,5,2,0,1
752,1,0,3,5,0,2,0,1,6,1,1,1
753,0,0,1,3,0,10,0,0,6,0,0,1
754,0,0,1,5,0,7,0,0,6,0,0,1
755,1,2,5,0,1,12,1,1,6,4,0,1
756,1,2,3,2,0,0,1,1,6,1,0,1
757,0,0,1,3,0,9,0,0,6,0,0,1
758,0,2,1,0,0,6,0,0,5,1,0,1
759,0,0,1,0,0,10,0,0,6,0,0,1
760,1,1,5,5,1,10,0,0,6,5,1,1
761,0,0,1,0,0,14,0,0,6,1,0,1
762,0,0,1,2,0,12,0,0,7,0,0,1
763,1,0,1,2,0,6,0,0,4,0,0,2
764,1,1,5,0,1,11,1,1,6,5,1,1
765,0,0,1,3,0,5,0,0,6,0,0,1
766,1,1,5,0,1,13,1,0,5,4,1,1
767,0,1,2,0,0,14,0,0,6,3,0,2
768,0,0,4,0,1,10,0,0,6,0,0,0
769,0,0,1,0,0,14,1,0,6,2,0,0
770,0,0,1,0,0,10,0,0,4,0,0,1
771,0,0,1,0,0,8,0,0,6,0,0,1
772,0,0,1,2,0,12,0,0,6,0,0,1
773,0,2,5,0,1,13,0,0,4,1,1,1
774,0,0,1,5,0,14,0,0,4,0,0,2
775,1,2,5,0,1,13,1,1,5,2,0,1
776,0,0,1,2,0,6,0,0,6,0,0,1
777,0,0,1,0,0,14,0,0,6,0,1,0
778,1,0,4,0,1,1,0,0,6,1,0,1
779,0,0,1,0,0,14,0,0,5,0,0,0
780,1,1,5,0,1,12,0,1,5,5,1,1
781,1,0,4,5,1,4,0,0,4,0,0,2
782,1,1,5,0,1,5,1,0,5,4,1,1
783,0,1,1,0,0,9,0,0,6,3,1,1
784,0,0,1,0,0,14,1,1,4,2,0,1
785,0,0,1,0,0,8,0,0,7,0,0,1
786,0,0,1,0,0,8,0,0,6,0,0,1
787,1,0,4,0,1,6,0,0,7,0,0,1
788,0,0,3,0,0,2,3,1,6,2,0,0
789,1,0,3,0,0,0,1,1,4,2,0,1
790,0,1,1,0,0,12,0,0,5,4,1,2
791,0,0,1,0,0,14,0,0,5,0,0,0
792,0,2,1,0,0,5,0,0,6,2,0,1
793,0,0,4,0,1,14,3,1,4,4,0,1
794,0,1,1,0,0,14,0,0,5,3,0,2
795,0,0,1,5,0,8,0,0,6,0,0,1
796,0,2,1,0,0,11,0,0,5,1,0,1
797,1,1,2,0,1,12,0,0,5,2,1,1
798,1,0,5,4,1,10,0,0,6,0,0,1
799,0,0,1,5,0,10,0,0,4,0,0,2
800,0,0,5,1,1,10,1,1,6,2,0,1
801,0,2,1,0,0,10,0,0,6,1,0,1
802,1,2,5,0,1,10,1,1,5,2,0,1
803,1,1,3,0,0,3,1,1,6,5,1,1
804,1,0,3,5,0,0,0,1,4,0,0,2
805,1,0,1,2,0,9,0,0,6,0,0,1
806,0,0,1,3,0,10,0,0,6,0,0,1
807,0,1,1,0,0,11,0,0,6,0,1,1
808,0,0,4,0,1,6,0,0,6,0,0,1
809,0,2,1,3,0,11,0,0,6,1,0,1
810,1,1,5,0,1,10,1,0,6,4,1,1
811,0,0,1,0,0,8,0,0,4,0,0,1
812,0,0,1,0,0,11,0,0,5,2,0,1
813,0,2,1,0,0,11,0,0,5,1,0,1
814,0,0,4,2,1,2,3,1,6,3,0,1
815,0,0,1,0,0,10,0,0,6,0,0,1
816,0,1,1,0,0,14,0,0,6,0,1,1
817,0,0,4,3,1,7,0,0,7,0,0,1
818,0,2,1,0,0,10,1,1,4,3,0,2
819,0,0,1,0,0,12,0,0,4,0,0,1
820,0,0,3,3,0,3,3,1,6,2,0,1
821,1,1,5,0,1,13,1,1,5,5,1,1
822,1,0,1,4,0,9,0,0,6,0,0,1
823,0,1,2,0,0,11,0,0,5,0,0,1
824,1,0,5,4,1,9,0,1,6,1,1,1
825,0,0,3,2,0,0,3,1,7,3,0,1
826,0,0,1,0,0,14,0,0,6,0,0,0
827,0,0,1,0,0,14,0,0,4,4,0,1
828,1,2,3,0,0,0,0,1,4,3,0,2
829,1,0,1,0,0,14,0,0,6,0,0,0
830,1,1,5,0,1,13,0,0,6,5,1,3
831,1,0,5,3,1,5,1,0,4,1,0,2
832,1,2,3,0,0,0,1,1,5,1,0,1
833,0,0,1,4,0,14,0,0,4,0,0,2
834,0,0,1,0,0,7,0,0,6,0,0,1
835,0,0,1,0,0,6,0,0,4,0,0,1
836,1,1,4,4,1,11,1,1,5,5,1,2
837,0,0,1,3,0,7,0,0,6,0,0,1
838,0,0,1,0,0,14,0,0,6,0,0,1
839,1,0,1,4,0,10,0,0,4,4,0,1
840,1,1,1,1,0,14,0,0,5,2,1,2
841,0,0,1,2,0,6,0,0,7,0,0,1
842,0,2,1,0,0,5,0,0,4,1,0,1
843,1,1,4,3,1,10,0,0,6,3,0,2
844,0,0,1,0,0,10,0,0,4,0,0,2
845,0,0,1,5,0,5,0,0,6,0,0,1
846,0,0,1,0,0,12,0,0,4,0,0,1
847,0,0,1,0,0,14,3,1,4,4,0,1
848,0,0,1,1,0,11,0,0,6,0,0,2
849,0,2,2,0,0,9,0,1,6,3,0,1
850,1,1,5,0,1,14,1,0,5,5,1,2
851,0,0,3,2,0,1,3,1,6,3,0,1
852,0,0,1,2,0,13,0,0,6,0,0,1
853,0,0,4,5,1,3,1,1,4,1,0,2
854,1,1,4,0,1,5,0,1,5,3,1,1
855,0,2,5,0,1,12,1,0,6,2,0,1
856,1,0,5,0,1,6,0,1,6,0,0,1
857,1,1,5,0,1,12,1,1,5,5,0,1
858,1,1,1,0,0,13,0,0,6,2,1,1
859,1,0,5,4,1,8,0,1,4,1,0,2
860,0,0,1,5,0,14,0,0,4,0,0,2
861,0,0,1,3,0,12,2,0,6,1,0,1
862,0,2,1,0,0,7,1,0,5,1,0,1
863,1,1,5,0,1,12,0,0,5,2,1,1
864,0,0,4,0,1,14,3,1,4,4,0,1
865,0,2,1,0,0,8,0,0,6,1,0,1
866,1,2,5,3,1,12,0,0,6,1,0,1
867,1,2,4,1,1,9,1,0,4,1,0,2
868,0,1,1,0,0,10,0,0,5,4,1,1
869,0,0,1,4,0,14,0,0,6,0,0,1
870,1,0,3,0,0,1,1,1,6,1,0,1
871,0,0,1,0,0,8,0,0,6,0,0,1
872,1,1,5,0,1,12,1,1,5,4,1,1
873,0,1,1,3,0,10,0,0,4,0,1,1
874,0,0,1,0,0,12,0,0,6,0,0,1
875,1,2,5,0,1,9,1,0,4,2,0,2
876,1,0,4,3,1,5,0,0,4,0,0,2
877,0,0,1,0,0,6,0,0,4,0,0,1
878,0,0,1,5,0,6,0,0,6,0,0,1
879,0,0,1,4,0,14,0,0,6,0,0,1
880,1,1,5,0,1,13,0,1,5,5,1,2
881,1,2,5,0,1,8,0,1,6,2,0,1
882,0,0,1,3,0,10,0,0,6,0,0,1
883,0,0,4,3,1,7,0,0,4,1,0,1
884,0,2,1,0,0,9,0,0,5,1,0,1
885,0,0,1,0,0,8,0,0,6,0,0,1
886,0,0,5,0,1,11,0,1,6,2,0,0
887,0,2,2,4,0,9,0,0,6,1,0,1
888,1,1,4,0,1,6,0,0,6,3,1,1
889,0,0,4,1,1,14,1,1,4,2,0,1
890,1,1,1,3,0,8,0,0,6,3,1,2
891,0,0,1,0,0,10,0,0,6,0,0,0
